source_desc,sector_desc,group_desc,commodity_desc,class_desc,prodn_practice_desc,util_practice_desc,statisticcat_desc,unit_desc,short_desc,domain_desc,domaincat_desc,agg_level_desc,state_ansi,state_fips_code,state_alpha,state_name,asd_code,asd_desc,county_ansi,county_code,county_name,region_desc,zip_5,watershed_code,watershed_desc,congr_district_code,country_code,country_name,location_desc,year,freq_desc,begin_code,end_code,reference_period_desc,week_ending,load_time,Value,CV (%)
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2012,MONTHLY,6,6,JUN,,2/25/14 15:04,"2,167,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2012,MONTHLY,7,7,JUL,,2/25/14 15:04,"2,213,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2012,MONTHLY,8,8,AUG,,2/25/14 15:04,"2,404,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2012,MONTHLY,9,9,SEP,,2/25/14 15:04,"2,071,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2012,MONTHLY,10,10,OCT,,2/25/14 15:04,"2,675,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2012,MONTHLY,11,11,NOV,,2/25/14 15:04,"2,465,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2012,MONTHLY,12,12,DEC,,2/25/14 15:04,"2,132,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2011,ANNUAL,0,0,YEAR,,2/25/14 15:04,"27,564,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2011,MONTHLY,1,1,JAN,,2/25/13 15:11,"2,222,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2011,MONTHLY,2,2,FEB,,2/25/13 15:11,"2,167,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2011,MONTHLY,3,3,MAR,,2/25/13 15:11,"2,458,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2011,MONTHLY,4,4,APR,,2/25/13 15:11,"2,122,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2011,MONTHLY,5,5,MAY,,2/25/13 15:11,"2,205,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2011,MONTHLY,6,6,JUN,,2/25/13 15:11,"2,400,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2011,MONTHLY,7,7,JUL,,2/25/13 15:11,"2,126,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2011,MONTHLY,8,8,AUG,,2/25/13 15:11,"2,437,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2011,MONTHLY,9,9,SEP,,2/25/13 15:11,"2,306,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2011,MONTHLY,10,10,OCT,,2/25/13 15:11,"2,570,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2011,MONTHLY,11,11,NOV,,2/25/13 15:11,"2,421,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2011,MONTHLY,12,12,DEC,,2/25/13 15:11,"2,130,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2010,ANNUAL,0,0,YEAR,,1/1/12 00:00,"27,833,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2010,MONTHLY,1,1,JAN,,1/1/12 00:00,"2,068,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2010,MONTHLY,2,2,FEB,,1/1/12 00:00,"2,040,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2010,MONTHLY,3,3,MAR,,1/1/12 00:00,"2,485,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2010,MONTHLY,4,4,APR,,1/1/12 00:00,"2,213,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2010,MONTHLY,5,5,MAY,,1/1/12 00:00,"2,068,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2010,MONTHLY,6,6,JUN,,1/1/12 00:00,"2,316,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2010,MONTHLY,7,7,JUL,,1/1/12 00:00,"2,309,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2010,MONTHLY,8,8,AUG,,1/1/12 00:00,"2,433,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2010,MONTHLY,9,9,SEP,,1/1/12 00:00,"2,388,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2010,MONTHLY,10,10,OCT,,1/1/12 00:00,"2,586,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2010,MONTHLY,11,11,NOV,,1/1/12 00:00,"2,518,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2010,MONTHLY,12,12,DEC,,1/1/12 00:00,"2,409,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2009,ANNUAL,0,0,YEAR,,1/1/12 00:00,"27,909,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2009,MONTHLY,1,1,JAN,,1/1/12 00:00,"2,594,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2009,MONTHLY,2,2,FEB,,1/1/12 00:00,"2,183,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2009,MONTHLY,3,3,MAR,,1/1/12 00:00,"2,146,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2009,MONTHLY,4,4,APR,,1/1/12 00:00,"2,235,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2009,MONTHLY,5,5,MAY,,1/1/12 00:00,"2,209,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2009,MONTHLY,6,6,JUN,,1/1/12 00:00,"2,375,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2009,MONTHLY,7,7,JUL,,1/1/12 00:00,"2,475,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2009,MONTHLY,8,8,AUG,,1/1/12 00:00,"2,177,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2009,MONTHLY,9,9,SEP,,1/1/12 00:00,"2,259,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2009,MONTHLY,10,10,OCT,,1/1/12 00:00,"2,539,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2009,MONTHLY,11,11,NOV,,1/1/12 00:00,"2,315,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2009,MONTHLY,12,12,DEC,,1/1/12 00:00,"2,402,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2008,ANNUAL,0,0,YEAR,,1/1/12 00:00,"29,025,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2003,ANNUAL,0,0,YEAR,,1/1/12 00:00,"35,248,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2002,ANNUAL,0,0,YEAR,,1/1/12 00:00,"33,964,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2002,MONTHLY,1,1,JAN,,1/1/12 00:00,"3,346,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2002,MONTHLY,2,2,FEB,,1/1/12 00:00,"3,077,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2002,MONTHLY,3,3,MAR,,1/1/12 00:00,"2,855,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2002,MONTHLY,4,4,APR,,1/1/12 00:00,"3,292,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2002,MONTHLY,6,6,JUN,,1/1/12 00:00,"2,165,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2002,MONTHLY,7,7,JUL,,1/1/12 00:00,"2,615,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2002,MONTHLY,8,8,AUG,,1/1/12 00:00,"2,695,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2002,MONTHLY,9,9,SEP,,1/1/12 00:00,"2,610,000",
SURVEY,ANIMALS & PRODUCTS,POULTRY,TURKEYS,YOUNG,ALL PRODUCTION PRACTICES,"SLAUGHTER, FI",SLAUGHTERED,HEAD,"TURKEYS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,STATE,51,51,VA,VIRGINIA,,,,,,,,0,,,9000,UNITED STATES,VIRGINIA,2002,MONTHLY,10,10,OCT,,1/1/12 00:00,"3,140,000",
